movieId,title,genres,release_year,weighted_rating
36,Dead Man Walking (1995),Crime|Drama,1995,3.796237011217798
38,It Takes Two (1995),Children|Comedy,1995,3.0780009886578963
39,Clueless (1995),Comedy|Romance,1995,3.30985852081905
40,"Cry, the Beloved Country (1995)",Drama,1995,3.6376375320502414
41,Richard III (1995),Drama|War,1995,3.62558386885636
42,Dead Presidents (1995),Action|Crime|Drama,1995,3.282125803284541
43,Restoration (1995),Drama,1995,3.353765461914862
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,2.700254779137321
45,To Die For (1995),Comedy|Drama|Thriller,1995,3.3540003134768943
46,How to Make an American Quilt (1995),Drama|Romance,1995,3.229750535523028
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,3.9552547776063807
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,3.188493673409775
49,When Night Is Falling (1995),Drama|Romance,1995,3.4514012852552653
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,4.206638557993204
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,3.47335169871764
53,Lamerica (1994),Adventure|Drama,1994,3.7740011684138777
54,"Big Green, The (1995)",Children|Comedy,1995,3.2095010710460543
55,Georgia (1995),Drama,1995,3.551401285255265
57,Home for the Holidays (1995),Drama,1995,3.294941932503097
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,3.924217670707667
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,3.2910235547105278
61,Eye for an Eye (1996),Drama|Thriller,1996,3.600934190170177
62,Mr. Holland's Opus (1995),Drama,1995,3.6855507062084567
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,3.157125803284541
64,Two if by Sea (1996),Comedy|Romance,1996,3.036715203753761
65,Bio-Dome (1996),Comedy,1996,2.7503503213138165
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,3.000778491808481
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,3.4652866323251894
69,Friday (1995),Comedy,1995,3.6901383742259535
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,3.5080314508211354
71,Fair Game (1995),Action,1995,2.858143775182332
72,Kicking and Screaming (1995),Comedy|Drama,1995,3.375875803284541
73,"Misérables, Les (1995)",Drama|War,1995,3.4779096751160297
74,Bed of Roses (1996),Drama|Romance,1996,3.7361184030913326
75,Big Bully (1996),Comedy|Drama,1996,3.036715203753761
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,3.4380838688563604
77,Nico Icon (1995),Documentary,1995,3.551401285255265
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,3.4595010710460543
79,"Juror, The (1996)",Drama|Thriller,1996,3.019769725098179
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,3.592182986595696
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,3.2614788196762023
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,3.677294873679568
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,3.4514012852552653
85,Angels and Insects (1995),Drama|Romance,1995,3.657125803284541
86,White Squall (1996),Action|Adventure|Drama,1996,3.7922505355230274
87,Dunston Checks In (1996),Children|Comedy,1996,3.063375803284541
88,Black Sheep (1996),Comedy,1996,3.280560514102106
89,Nick of Time (1995),Action|Thriller,1995,3.369158571186982
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,3.089059579561921
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,3.1674451584751475
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,3.737579623818561
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,3.070043148952179
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,3.501401285255265
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,3.711263834344877
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,3.7740011684138777
100,City Hall (1996),Drama|Thriller,1996,3.065826645763159
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,3.7035629016422704
102,Mr. Wrong (1996),Comedy,1996,3.108143775182332
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,3.3761677377127213
104,Happy Gilmore (1996),Comedy,1996,3.444574193079191
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,3.3441879016422704
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,3.551401285255265
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,3.3718289386443616
108,Catwalk (1996),Documentary,1996,3.551401285255265
110,Braveheart (1995),Action|Drama|War,1995,4.012252084766474
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,4.057646131438519
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,3.536618415500957
113,Before and After (1996),Drama|Mystery,1996,3.4595010710460543
116,Anne Frank Remembered (1995),Documentary,1995,3.643858060896618
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,3.4514012852552653
118,If Lucy Fell (1996),Comedy|Romance,1996,3.319455713868423
119,"Steal Big, Steal Little (1995)",Comedy,1995,3.410364804777514
121,"Boys of St. Vincent, The (1992)",Drama,1992,3.592182986595696
122,Boomerang (1992),Comedy|Romance,1992,2.9605605141021063
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,3.770308680965589
125,Flirting With Disaster (1996),Comedy,1996,3.5482863263120312
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,2.844625803284541
128,Jupiter's Wife (1994),Documentary,1994,3.4514012852552653
129,Pie in the Sky (1996),Comedy|Romance,1996,3.3514012852552653
132,Jade (1995),Thriller,1995,3.2342675235035103
135,Down Periscope (1996),Comedy,1996,3.075350321313816
137,Man of the Year (1995),Documentary,1995,3.4514012852552653
140,Up Close and Personal (1996),Drama|Romance,1996,3.5005605141021063
141,"Birdcage, The (1996)",Comedy,1996,3.4948843458163434
144,"Brothers McMullen, The (1995)",Comedy,1995,3.4054291834548884
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,3.283566880875878
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995,3.4595010710460543
147,"Basketball Diaries, The (1995)",Drama,1995,3.479750535523028
148,"Awfully Big Adventure, An (1995)",Drama,1995,3.6514012852552655
149,Amateur (1994),Crime|Drama|Thriller,1994,3.3514012852552653
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,3.83101910882168
151,Rob Roy (1995),Action|Drama|Romance|War,1995,3.5380002425009938
152,"Addiction, The (1995)",Drama|Horror,1995,3.137637532050241
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,2.952150772962689
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,3.7149529929786977
155,Beyond Rangoon (1995),Adventure|Drama|War,1995,3.067600856836844
156,Blue in the Face (1995),Comedy|Drama,1995,3.4595010710460543
157,Canadian Bacon (1995),Comedy|War,1995,3.1507006426276325
158,Casper (1995),Adventure|Children,1995,2.8945635613035585
159,Clockers (1995),Crime|Drama|Mystery,1995,3.1310440370675066
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,2.96233352806898
161,Crimson Tide (1995),Drama|Thriller|War,1995,3.625125114754934
162,Crumb (1994),Documentary,1994,3.962077417405872
163,Desperado (1995),Action|Romance|Western,1995,3.5535201713673685
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,3.391913602284898
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,3.5523791689709325
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995,3.3345010710460543
168,First Knight (1995),Action|Drama|Romance,1995,3.1430795690881377
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,2.9217901501343504
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,3.2844093830125605
171,Jeffrey (1995),Comedy|Drama,1995,3.6342675235035102
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,2.798613110525043
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,2.774845251444404
174,Jury Duty (1995),Comedy,1995,3.0796848869764557
175,Kids (1995),Drama,1995,3.828069408708712
176,Living in Oblivion (1995),Comedy,1995,3.9779096751160297
177,Lord of Illusions (1995),Horror,1995,3.1478831089736854
178,Love & Human Remains (1993),Comedy|Drama,1993,3.251401285255265
179,Mad Love (1995),Drama|Romance,1995,3.137637532050241
180,Mallrats (1995),Comedy|Romance,1995,3.422533618945615
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,2.692846648175102
183,Mute Witness (1994),Comedy|Horror|Thriller,1994,3.5012738956866047
184,Nadja (1994),Drama,1994,3.5012738956866047
185,"Net, The (1995)",Action|Crime|Thriller,1995,3.0744959739880384
186,Nine Months (1995),Comedy|Romance,1995,2.9300704009219767
187,Party Girl (1995),Comedy,1995,3.693385604042512
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995,3.47685775488346
189,Reckless (1995),Comedy|Fantasy,1995,3.4514012852552653
190,Safe (1995),Thriller,1995,3.2510009180394754
191,"Scarlet Letter, The (1995)",Drama|Romance,1995,3.067600856836844
193,Showgirls (1995),Drama,1995,2.682136655739833
194,Smoke (1995),Comedy|Drama,1995,3.6116301056500975
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,3.290211202765929
196,Species (1995),Horror|Sci-Fi,1995,2.8058150528250496
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.311189536555477
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,3.693385604042512
201,Three Wishes (1995),Drama|Fantasy,1995,3.4514012852552653
202,Total Eclipse (1995),Drama|Romance,1995,3.4514012852552653
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,3.452064930727505
204,Under Siege 2: Dark Territory (1995),Action,1995,2.897795201347504
205,Unstrung Heroes (1995),Comedy|Drama,1995,3.334111825141814
206,Unzipped (1995),Documentary,1995,3.410364804777514
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,3.4504670950850884
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,2.955758168165747
209,White Man's Burden (1995),Drama,1995,3.417834404379388
210,Wild Bill (1995),Western,1995,3.347231757888665
211,"Browning Version, The (1994)",Drama,1994,3.5012738956866047
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,3.3761677377127213
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,3.6342675235035102
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994,3.592182986595696
215,Before Sunrise (1995),Drama|Romance,1995,3.894364025834929
216,Billy Madison (1995),Comedy,1995,3.3536898767681493
217,"Babysitter, The (1995)",Drama|Thriller,1995,3.03426752350351
218,Boys on the Side (1995),Comedy|Drama,1995,3.457130993589246
219,"Cure, The (1995)",Drama,1995,3.4514012852552653
220,Castle Freak (1995),Horror,1995,3.4514012852552653
222,Circle of Friends (1995),Drama|Romance,1995,3.660560514102106
223,Clerks (1994),Comedy,1994,3.8275576358632977
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,3.592122711276585
225,Disclosure (1994),Drama|Thriller,1994,3.533016604140208
227,Drop Zone (1994),Action|Thriller,1994,3.048839124275892
228,Destiny Turns on the Radio (1995),Comedy,1995,3.2095010710460543
229,Death and the Maiden (1994),Drama|Thriller,1994,3.469625803284541
230,Dolores Claiborne (1995),Drama|Thriller,1995,3.424667056137959
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,3.0881268510743145
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,3.73973968924142
233,Exotica (1994),Drama,1994,3.5006672786929838
234,Exit to Eden (1994),Comedy,1994,2.904385109713564
235,Ed Wood (1994),Comedy|Drama,1994,3.658405225981679
236,French Kiss (1995),Action|Comedy|Romance,1995,3.481740978750975
237,Forget Paris (1995),Comedy|Romance,1995,3.387548801695247
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995,3.592182986595696
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995,3.1736158789443327
240,Hideaway (1995),Thriller,1995,3.1549240655809734
241,Fluke (1995),Children|Drama,1995,3.551401285255265
242,Farinelli: il castrato (1994),Drama|Musical,1994,3.536715203753761
243,Gordy (1995),Children|Comedy|Fantasy,1995,3.4514012852552653
246,Hoop Dreams (1994),Documentary,1994,4.105631917172438
247,Heavenly Creatures (1994),Crime|Drama,1994,3.800467095085089
248,Houseguest (1994),Comedy,1994,3.289000494328948
249,Immortal Beloved (1994),Drama|Romance,1994,3.648667142687135
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,3.100934190170177
251,"Hunted, The (1995)",Action,1995,3.3761677377127213
252,I.Q. (1994),Comedy|Romance,1994,3.4618079394721666
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,3.461983159767396
254,Jefferson in Paris (1995),Drama,1995,3.4514012852552653
255,"Jerky Boys, The (1995)",Comedy,1995,2.8758758032845413
256,Junior (1994),Comedy|Sci-Fi,1994,2.9662275648307426
257,Just Cause (1995),Mystery|Thriller,1995,3.500609254458811
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,3.027053308029087
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,3.3938580608966182
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,4.205823126355972
261,Little Women (1994),Drama,1994,3.8140002520108367
262,"Little Princess, A (1995)",Children|Drama,1995,3.783800428418422
263,Ladybird Ladybird (1994),Drama,1994,3.551401285255265
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,3.845571734584588
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,3.409272894188996
267,Major Payne (1995),Comedy,1995,3.1351543404827944
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,3.410364804777514
270,Love Affair (1994),Drama|Romance,1994,3.4652866323251894
271,Losing Isaiah (1995),Drama,1995,3.50107791173482
272,"Madness of King George, The (1994)",Comedy|Drama,1994,3.7003503213138167
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,3.0814598068257477
274,Man of the House (1995),Comedy,1995,3.250875803284541
275,Mixed Nuts (1994),Comedy,1994,2.900934190170177
276,Milk Money (1994),Comedy|Romance,1994,3.323032672662989
277,Miracle on 34th Street (1994),Drama,1994,3.276893890479844
278,Miami Rhapsody (1995),Comedy,1995,3.137637532050241
279,My Family (1995),Drama,1995,3.410364804777514
280,Murder in the First (1995),Drama|Thriller,1995,3.8415460387523934
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,3.674522297937072
282,Nell (1994),Drama,1994,3.3676329153582176
283,New Jersey Drive (1995),Crime|Drama,1995,3.542834404379388
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993,3.6014012852552653
285,Beyond Bedlam (1993),Drama|Horror,1993,3.551401285255265
287,Nina Takes a Lover (1994),Comedy|Romance,1994,3.4514012852552653
288,Natural Born Killers (1994),Action|Crime|Thriller,1994,3.25756448368864
289,Only You (1994),Comedy|Romance,1994,3.530236050150156
290,Once Were Warriors (1994),Crime|Drama,1994,3.82669621098055
291,Poison Ivy II (1996),Drama|Thriller,1996,3.2095010710460543
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,3.431945571386842
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994,3.986014175017977
294,"Perez Family, The (1995)",Comedy|Romance,1995,3.410364804777514
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995,3.4514012852552653
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,4.177259534343521
298,Pushing Hands (Tui shou) (1992),Drama,1992,3.3514012852552653
299,Priest (1994),Drama,1994,3.654924065580973
300,Quiz Show (1994),Drama,1994,3.5168223650283625
301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994,3.551401285255265
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994,3.3938580608966182
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995,3.0735125085988453
304,Roommates (1995),Comedy|Drama,1995,3.542834404379388
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,3.1674451584751475
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,3.9605605141021054
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,3.788303419774323
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,3.862552167329402
310,Rent-a-Kid (1995),Comedy,1995,3.4514012852552653
311,Relative Fear (1994),Horror|Thriller,1994,3.4514012852552653
312,Stuart Saves His Family (1995),Comedy,1995,2.473000714030703
313,"Swan Princess, The (1994)",Animation|Children,1994,3.4595010710460543
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994,3.660560514102106
315,"Specialist, The (1994)",Action|Drama|Thriller,1994,3.159872613884099
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,3.382644381560756
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994,3.2334890316950293
318,"Shawshank Redemption, The (1994)",Crime|Drama,1994,4.403417217339118
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994,3.56944871905354
320,Suture (1993),Film-Noir|Thriller,1993,3.4514012852552653
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,3.592182986595696
322,Swimming with Sharks (1995),Comedy|Drama,1995,3.527053308029087
324,"Sum of Us, The (1994)",Comedy|Drama,1994,3.551401285255265
325,National Lampoon's Senior Trip (1995),Comedy,1995,3.063375803284541
326,To Live (Huozhe) (1994),Drama,1994,3.626167737712721
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995,2.965442159361689
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995,3.316526992239613
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994,3.401829169679937
330,Tales from the Hood (1995),Action|Crime|Horror,1995,3.3009341901701768
331,Tom & Viv (1994),Drama,1994,3.410364804777514
332,Village of the Damned (1995),Horror|Sci-Fi,1995,3.1197148977406024
333,Tommy Boy (1995),Comedy,1995,3.7375256415686895
334,Vanya on 42nd Street (1994),Drama,1994,3.751000918039475
335,Underneath (1995),Mystery|Thriller,1995,3.5012738956866047
336,"Walking Dead, The (1995)",Drama|War,1995,3.4514012852552653
337,What's Eating Gilbert Grape (1993),Drama,1993,3.738535033169217
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995,3.0540718875911663
339,While You Were Sleeping (1995),Comedy|Romance,1995,3.4720935780612394
340,"War, The (1994)",Adventure|Drama|War,1994,3.4652866323251894
341,Double Happiness (1994),Drama,1994,3.592182986595696
342,Muriel's Wedding (1994),Comedy,1994,3.321762210775064
343,"Baby-Sitters Club, The (1995)",Children,1995,3.286715203753761
344,Ace Ventura: Pet Detective (1994),Comedy,1994,3.064788310897368
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994,3.5780891745011703
346,Backbeat (1993),Drama|Musical,1993,3.500934190170177
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992,3.500934190170177
348,Bullets Over Broadway (1994),Comedy,1994,3.564461868014171
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994,3.5967564105256526
350,"Client, The (1994)",Drama|Mystery|Thriller,1994,3.401727467462919
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994,3.289000494328948
352,Crooklyn (1994),Comedy|Drama,1994,3.319455713868423
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994,3.596082367843187
354,Cobb (1994),Drama,1994,3.43426752350351
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994,2.559098291226523
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,4.146491162285659
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,3.517982257612077
358,Higher Learning (1995),Drama,1995,3.084111825141814
359,I Like It Like That (1994),Comedy|Drama|Romance,1994,3.4514012852552653
360,I Love Trouble (1994),Action|Comedy,1994,3.118471344267803
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,3.2120774174058715
362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994,3.523581694245411
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993,3.592182986595696
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994,3.919966921837308
365,Little Buddha (1993),Drama,1993,3.4241548348117425
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994,3.1673339453596503
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994,3.2018916436900766
368,Maverick (1994),Adventure|Comedy|Western,1994,3.500168829548827
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,3.592182986595696
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,3.1196121321276515
371,"Paper, The (1994)",Comedy|Drama,1994,3.367133761751755
372,Reality Bites (1994),Comedy|Drama|Romance,1994,2.9838004284184216
373,Red Rock West (1992),Thriller,1992,3.5757006426276328
374,Richie Rich (1994),Children|Comedy,1994,2.544529789780961
376,"River Wild, The (1994)",Action|Thriller,1994,3.2962043439296465
377,Speed (1994),Action|Romance|Thriller,1994,3.527855626958626
378,Speechless (1994),Comedy|Romance,1994,3.188375803284541
379,Timecop (1994),Action|Sci-Fi|Thriller,1994,2.8004670950850885
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994,3.4974011382489447
381,When a Man Loves a Woman (1994),Drama|Romance,1994,3.675700642627633
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994,3.280560514102106
383,Wyatt Earp (1994),Western,1994,3.217133761751755
384,Bad Company (1995),Action|Crime|Drama,1995,3.4558193502320598
385,"Man of No Importance, A (1994)",Drama,1994,3.551401285255265
386,S.F.W. (1994),Drama,1994,3.4514012852552653
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994,3.1549240655809734
388,Boys Life (1995),Drama,1995,3.410364804777514
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994,3.683092077504787
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965,3.5724294894680466
391,Jason's Lyric (1994),Crime|Drama,1994,3.6014012852552653
393,Street Fighter (1994),Action|Adventure|Fantasy,1994,2.9744217290817185
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994,2.8816196596453643
406,Federal Hill (1994),Drama,1994,3.4514012852552653
407,In the Mouth of Madness (1995),Horror|Thriller,1995,3.4714125207383915
408,8 Seconds (1994),Drama,1994,3.410364804777514
409,Above the Rim (1994),Crime|Drama,1994,3.3514012852552653
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993,3.1399356220704586
412,"Age of Innocence, The (1993)",Drama,1993,3.5005838688563604
413,Airheads (1994),Comedy,1994,2.9718289386443617
414,"Air Up There, The (1994)",Comedy,1994,3.03426752350351
415,Another Stakeout (1993),Comedy|Thriller,1993,2.8805605141021062
416,Bad Girls (1994),Western,1994,3.030236050150156
417,Barcelona (1994),Comedy|Romance,1994,3.614273311479666
418,Being Human (1993),Drama,1993,3.410364804777514
419,"Beverly Hillbillies, The (1993)",Comedy,1993,2.9315176845707813
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994,2.8237354831257746
421,Black Beauty (1994),Adventure|Children|Drama,1994,3.334000612026317
422,Blink (1994),Thriller,1994,3.3938580608966182
423,Blown Away (1994),Action|Thriller,1994,3.158632255397508
424,Blue Chips (1994),Drama,1994,3.0845010710460543
425,Blue Sky (1994),Drama|Romance,1994,3.54672844114115
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993,3.344625803284541
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993,2.953048231073936
428,"Bronx Tale, A (1993)",Drama,1993,3.648667142687135
429,Cabin Boy (1994),Comedy,1994,2.900934190170177
430,Calendar Girl (1993),Comedy|Drama,1993,3.54672844114115
431,Carlito's Way (1993),Crime|Drama,1993,3.6963531931873073
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994,2.7658439508211354
433,Clean Slate (1994),Comedy,1994,3.1478831089736854
434,Cliffhanger (1993),Action|Adventure|Thriller,1993,3.072854662295933
435,Coneheads (1993),Comedy|Sci-Fi,1993,2.555750178507676
436,Color of Night (1994),Drama|Thriller,1994,3.094625803284541
437,Cops and Robbersons (1994),Comedy,1994,2.834111825141814
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,1994,3.157125803284541
440,Dave (1993),Comedy|Romance,1993,3.54134132767709
441,Dazed and Confused (1993),Comedy,1993,3.8532159382853455
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993,3.133489031695029
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993,3.03426752350351
445,Fatal Instinct (1993),Comedy,1993,3.2149529929786977
